"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"01000","5","212210","58","0","2023","1","","Alabama -- Statewide","Private","NAICS 212210 Iron ore mining","State, NAICS 6-digit -- by ownership sector","All establishment sizes",7,66,64,64,1261747,498086,4649,1501,"",9.60,0.98,0.95,0.97,0.74,0.38,2.21,0.76,"N",6,600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01000","5","212210","58","0","2023","2","","Alabama -- Statewide","Private","NAICS 212210 Iron ore mining","State, NAICS 6-digit -- by ownership sector","All establishment sizes",7,62,64,64,1002183,229197,3986,1217,"",10.25,0.89,0.92,0.92,0.68,0.92,8.48,0.75,"N",2,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01000","5","212210","58","0","2023","3","N","Alabama -- Statewide","Private","NAICS 212210 Iron ore mining","State, NAICS 6-digit -- by ownership sector","All establishment sizes",7,0,0,0,0,0,0,0,"N",10.07,0,0,0,0,0,0,0,"N",2,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01003","5","212210","78","0","2023","1","N","Baldwin County, Alabama","Private","NAICS 212210 Iron ore mining","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",26.03,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01003","5","212210","78","0","2023","2","N","Baldwin County, Alabama","Private","NAICS 212210 Iron ore mining","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",27.65,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01003","5","212210","78","0","2023","3","N","Baldwin County, Alabama","Private","NAICS 212210 Iron ore mining","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",26.97,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01051","5","212210","78","0","2023","1","N","Elmore County, Alabama","Private","NAICS 212210 Iron ore mining","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",124.82,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01051","5","212210","78","0","2023","2","N","Elmore County, Alabama","Private","NAICS 212210 Iron ore mining","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",134.06,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01051","5","212210","78","0","2023","3","N","Elmore County, Alabama","Private","NAICS 212210 Iron ore mining","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",132.78,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01055","5","212210","78","0","2023","1","N","Etowah County, Alabama","Private","NAICS 212210 Iron ore mining","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",90.20,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
