"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"01000","5","336412","58","0","2023","1","","Alabama -- Statewide","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","State, NAICS 6-digit -- by ownership sector","All establishment sizes",23,847,857,869,21597697,7065369,38611,1937,"",2.05,0.75,0.75,0.76,0.80,0.72,0.81,1.06,"",3,15.0,114,15.6,119,16.1,122,16.3,6161424,39.9,1003585,16.6,-35118,-47.6,331,20.6
"01000","5","336412","58","0","2023","2","","Alabama -- Statewide","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","State, NAICS 6-digit -- by ownership sector","All establishment sizes",22,865,878,899,19223032,615071,3067,1679,"",1.91,0.76,0.77,0.77,0.72,0.74,0.57,0.94,"",1,4.8,92,11.9,97,12.4,104,13.1,2644528,16.0,-120256,-16.4,-5069,-62.3,50,3.1
"01000","5","336412","58","0","2023","3","","Alabama -- Statewide","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","State, NAICS 6-digit -- by ownership sector","All establishment sizes",22,910,901,922,25165326,562547,4591,2125,"",1.90,0.77,0.76,0.78,0.98,1.03,1.30,1.27,"",0,0.0,97,11.9,93,11.5,96,11.6,7541277,42.8,-245087,-30.3,-4818,-51.2,463,27.9
"01003","5","336412","78","0","2023","1","N","Baldwin County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",3.39,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01003","5","336412","78","0","2023","2","N","Baldwin County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",3.29,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01003","5","336412","78","0","2023","3","N","Baldwin County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",3.23,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01015","5","336412","78","0","2023","1","N","Calhoun County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",4.96,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01015","5","336412","78","0","2023","2","N","Calhoun County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",4.86,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01015","5","336412","78","0","2023","3","N","Calhoun County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",4.85,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01039","5","336412","78","0","2023","1","-","Covington County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01039","5","336412","78","0","2023","2","-","Covington County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01039","5","336412","78","0","2023","3","N","Covington County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",12.48,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01045","5","336412","78","0","2023","1","N","Dale County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",12.69,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01045","5","336412","78","0","2023","2","N","Dale County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",12.39,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01045","5","336412","78","0","2023","3","N","Dale County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",12.16,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01073","5","336412","78","0","2023","1","N","Jefferson County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.62,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01073","5","336412","78","0","2023","2","N","Jefferson County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.61,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01073","5","336412","78","0","2023","3","N","Jefferson County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.60,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01081","5","336412","78","0","2023","1","N","Lee County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",3.33,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01081","5","336412","78","0","2023","2","N","Lee County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",3.23,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01081","5","336412","78","0","2023","3","N","Lee County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",3.19,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01083","5","336412","78","0","2023","1","N","Limestone County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",7.59,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01083","5","336412","78","0","2023","2","N","Limestone County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",7.32,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01083","5","336412","78","0","2023","3","N","Limestone County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",7.20,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01089","5","336412","78","0","2023","1","N","Madison County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",4.32,0,0,0,0,0,0,0,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01089","5","336412","78","0","2023","2","N","Madison County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",4.19,0,0,0,0,0,0,0,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01089","5","336412","78","0","2023","3","N","Madison County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",4.14,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01097","5","336412","78","0","2023","1","N","Mobile County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",4.64,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01097","5","336412","78","0","2023","2","N","Mobile County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",4.53,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01097","5","336412","78","0","2023","3","N","Mobile County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",4.49,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01101","5","336412","78","0","2023","1","N","Montgomery County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",3.89,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01101","5","336412","78","0","2023","2","N","Montgomery County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",3.80,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01101","5","336412","78","0","2023","3","N","Montgomery County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",3.78,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01117","5","336412","78","0","2023","1","N","Shelby County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.97,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01117","5","336412","78","0","2023","2","-","Shelby County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",-1,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01117","5","336412","78","0","2023","3","-","Shelby County, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",-1,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01999","5","336412","78","0","2023","1","N","Unknown Or Undefined, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",3.44,0,0,0,0,0,0,0,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01999","5","336412","78","0","2023","2","N","Unknown Or Undefined, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,0,"N",3.38,0,0,0,0,0,0,0,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01999","5","336412","78","0","2023","3","N","Unknown Or Undefined, Alabama","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",2.69,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02000","5","336412","58","0","2023","1","N","Alaska -- Statewide","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","State, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",1.10,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02000","5","336412","58","0","2023","2","N","Alaska -- Statewide","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","State, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",1.08,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02000","5","336412","58","0","2023","3","N","Alaska -- Statewide","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","State, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",1.07,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02020","5","336412","78","0","2023","1","N","Anchorage Municipality, Alaska","Private","NAICS 336412 Aircraft engine and engine parts manufacturing","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",3.19,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
